SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SARDAEN, EQ, 01-Oct-2018, 336.95, 338.50, 338.75, 311.50, 321.50, 324.75, 321.94, 64356, 207.19, 2653, 30983, 48.14
SAREGAMA, EQ, 01-Oct-2018, 518.70, 522.85, 522.85, 488.00, 505.05, 508.30, 501.05, 55032, 275.74, 2659, 29766, 54.09
SARLAPOLY, EQ, 01-Oct-2018, 32.50, 34.15, 34.15, 30.25, 31.00, 30.90, 31.11, 41665, 12.96, 541, 28677, 68.83
SARVESHWAR, SM, 01-Oct-2018, 33.65, 34.95, 34.95, 33.00, 34.95, 34.95, 33.65, 9600, 3.23, 4, 9600, 100.00
SASKEN, EQ, 01-Oct-2018, 882.45, 890.00, 914.70, 869.05, 899.00, 898.00, 889.71, 12479, 111.03, 967, 6723, 53.87
SASTASUNDR, EQ, 01-Oct-2018, 100.65, 99.00, 104.90, 93.05, 96.00, 98.40, 100.58, 121391, 122.09, 64, 121022, 99.70
SATHAISPAT, EQ, 01-Oct-2018, 10.75, 11.00, 11.00, 10.60, 10.65, 10.65, 10.68, 8329, 0.89, 24, 6329, 75.99
SATIN, EQ, 01-Oct-2018, 283.85, 279.00, 289.75, 262.60, 269.00, 270.00, 269.48, 133792, 360.54, 9018, 98220, 73.41
SBILIFE, EQ, 01-Oct-2018, 511.60, 512.00, 533.00, 485.00, 522.00, 521.35, 509.29, 568704, 2896.37, 17317, 361555, 63.58
SBIN, EQ, 01-Oct-2018, 265.50, 265.50, 275.20, 264.10, 274.10, 273.85, 268.85, 17711738, 47617.98, 138561, 2820423, 15.92
SBIN, N2, 01-Oct-2018, 10720.02, 10735.00, 10849.00, 10735.00, 10800.00, 10799.75, 10806.74, 38, 4.11, 10, 29, 76.32
SBIN, N5, 01-Oct-2018, 11070.13, 11010.00, 11090.00, 11000.00, 11070.10, 11072.80, 11043.42, 586, 64.71, 70, 487, 83.11
SBIN, N6, 01-Oct-2018, 10867.70, 10850.00, 10850.00, 10850.00, 10850.00, 10850.00, 10850.00, 25, 2.71, 4, 25, 100.00
SCAPDVR, EQ, 01-Oct-2018, 1.65, 1.70, 1.70, 1.60, 1.60, 1.60, 1.64, 2600, 0.04, 4, 1600, 61.54
SCHAEFFLER, EQ, 01-Oct-2018, 5375.90, 5301.25, 5379.00, 5190.00, 5275.00, 5245.60, 5274.25, 49799, 2626.52, 722, 48426, 97.24
SCHAND, EQ, 01-Oct-2018, 260.00, 256.70, 258.35, 246.60, 250.60, 250.15, 250.67, 8051, 20.18, 527, 5741, 71.31
SCHNEIDER, EQ, 01-Oct-2018, 109.45, 110.10, 116.70, 105.40, 114.90, 115.40, 111.95, 302094, 338.20, 3015, 226478, 74.97
SCI, EQ, 01-Oct-2018, 41.70, 42.00, 42.60, 40.30, 42.30, 42.25, 41.26, 509115, 210.06, 3222, 191558, 37.63
SDBL, EQ, 01-Oct-2018, 189.35, 190.70, 191.90, 171.50, 179.00, 179.60, 180.35, 108242, 195.22, 2332, 60959, 56.32
SEAMECLTD, EQ, 01-Oct-2018, 215.35, 204.60, 210.00, 204.60, 204.60, 204.60, 205.30, 1015, 2.08, 32, 1014, 99.90
SECURCRED, SM, 01-Oct-2018, 119.00, 100.00, 109.95, 100.00, 109.95, 107.45, 104.98, 1800, 1.89, 3, 1800, 100.00
SELAN, EQ, 01-Oct-2018, 209.50, 209.00, 227.00, 201.50, 224.05, 223.35, 214.78, 157582, 338.45, 3855, 79777, 50.63
SELMCL, EQ, 01-Oct-2018, 1.15, 1.10, 1.15, 0.95, 1.10, 1.05, 1.03, 661428, 6.82, 253, 467361, 70.66
SEPOWER, BE, 01-Oct-2018, 4.55, 4.55, 4.55, 4.55, 4.55, 4.55, 4.55, 95, 0.00, 3, -, -
SEQUENT, EQ, 01-Oct-2018, 50.50, 50.95, 51.70, 45.50, 50.00, 49.25, 48.17, 1754012, 844.92, 7161, 836495, 47.69
SERVOTECH, SM, 01-Oct-2018, 27.50, 26.00, 26.00, 26.00, 26.00, 26.00, 26.00, 4000, 1.04, 1, 4000, 100.00
SESHAPAPER, EQ, 01-Oct-2018, 1064.25, 1064.25, 1064.25, 968.50, 1055.05, 1045.25, 1016.68, 7624, 77.51, 881, 2993, 39.26
SETCO, EQ, 01-Oct-2018, 36.70, 37.15, 38.30, 36.00, 37.55, 37.25, 37.20, 396142, 147.36, 2156, 181991, 45.94
SETF10GILT, EQ, 01-Oct-2018, 156.75, 159.75, 161.99, 159.55, 161.00, 161.00, 159.67, 202, 0.32, 4, 201, 99.50
SETFGOLD, EQ, 01-Oct-2018, 2732.20, 2745.00, 2760.00, 2732.20, 2748.50, 2748.20, 2750.18, 2960, 81.41, 372, 1842, 62.23
SETFNIF50, EQ, 01-Oct-2018, 112.67, 113.00, 113.00, 110.00, 112.35, 112.30, 110.62, 66419, 73.47, 308, 59968, 90.29
SETFNIFBK, EQ, 01-Oct-2018, 254.43, 260.00, 260.00, 250.00, 255.55, 255.20, 252.26, 2472, 6.24, 60, 1987, 80.38
SETFNN50, EQ, 01-Oct-2018, 279.65, 280.00, 280.00, 272.82, 277.95, 277.59, 275.11, 5026, 13.83, 105, 4006, 79.71
SFL, EQ, 01-Oct-2018, 1723.10, 1694.55, 1702.00, 1625.10, 1670.00, 1671.05, 1652.58, 4308, 71.19, 664, 3236, 75.12
SGBAUG24, GB, 01-Oct-2018, 2735.21, 2736.00, 2780.00, 2725.00, 2731.50, 2730.93, 2733.23, 607, 16.59, 39, 488, 80.40
SGBFEB24, GB, 01-Oct-2018, 2726.00, 2710.00, 2745.00, 2710.00, 2745.00, 2745.00, 2714.47, 19, 0.52, 4, 19, 100.00
SGBJUL25, GB, 01-Oct-2018, 2703.00, 2680.00, 2730.00, 2680.00, 2730.00, 2729.30, 2724.83, 325, 8.86, 21, 303, 93.23
SGBMAR24, GB, 01-Oct-2018, 2725.02, 2702.50, 2725.02, 2702.50, 2725.02, 2725.02, 2718.30, 78, 2.12, 7, 77, 98.72
SGBMAR25, GB, 01-Oct-2018, 2705.07, 2705.05, 2847.00, 2701.00, 2730.00, 2717.55, 2719.36, 486, 13.22, 19, 411, 84.57
SGBMAY25, GB, 01-Oct-2018, 2721.00, 2705.05, 2710.00, 2705.00, 2710.00, 2710.00, 2707.30, 22, 0.60, 5, 13, 59.09
SGBMAY26, GB, 01-Oct-2018, 2720.38, 2720.38, 2794.00, 2719.00, 2794.00, 2756.50, 2744.07, 61, 1.67, 5, 61, 100.00
SGBNOV23, GB, 01-Oct-2018, 2810.00, 2750.00, 2750.00, 2750.00, 2750.00, 2750.00, 2750.00, 3, 0.08, 1, 3, 100.00
SGBNOV24, GB, 01-Oct-2018, 2725.00, 2725.00, 2758.00, 2705.05, 2730.00, 2718.84, 2716.49, 454, 12.33, 43, 374, 82.38
SGBNOV258, GB, 01-Oct-2018, 2675.00, 2601.04, 2601.04, 2601.04, 2601.04, 2601.04, 2601.04, 4, 0.10, 1, 4, 100.00
SGBNOV25VI, GB, 01-Oct-2018, 2710.00, 2456.04, 2456.04, 2456.04, 2456.04, 2456.04, 2456.04, 10, 0.25, 2, 10, 100.00
SGBOCT25, GB, 01-Oct-2018, 2725.00, 2725.00, 2725.00, 2601.00, 2700.00, 2700.00, 2670.81, 140, 3.74, 10, 100, 71.43
SGBOCT25IV, GB, 01-Oct-2018, 2700.04, 2701.00, 2725.00, 2565.04, 2690.04, 2690.04, 2687.40, 21, 0.56, 5, 21, 100.00
SGBSEP24, GB, 01-Oct-2018, 2742.35, 2742.00, 2754.90, 2705.05, 2744.90, 2744.81, 2738.96, 227, 6.22, 20, 204, 89.87
SGL, EQ, 01-Oct-2018, 11.40, 10.95, 11.50, 10.85, 11.50, 11.40, 11.08, 29455, 3.26, 54, 15937, 54.11
SHAHALLOYS, EQ, 01-Oct-2018, 18.30, 19.20, 19.20, 17.40, 17.40, 17.45, 17.96, 26824, 4.82, 111, 17765, 66.23
SHAKTIPUMP, EQ, 01-Oct-2018, 312.15, 317.40, 329.15, 302.00, 325.00, 317.75, 314.55, 81446, 256.19, 5107, 38773, 47.61
SHALBY, EQ, 01-Oct-2018, 132.60, 130.50, 135.20, 130.05, 134.90, 134.70, 133.36, 42525, 56.71, 1216, 25227, 59.32
SHALPAINTS, EQ, 01-Oct-2018, 83.10, 86.90, 87.15, 81.25, 86.00, 85.05, 84.79, 34666, 29.39, 461, 20868, 60.20
SHANKARA, EQ, 01-Oct-2018, 1229.55, 1200.00, 1270.00, 1190.00, 1239.95, 1245.20, 1239.51, 44324, 549.40, 9583, 18830, 42.48
SHANTIGEAR, EQ, 01-Oct-2018, 123.15, 124.85, 124.85, 115.50, 120.50, 120.05, 118.76, 21313, 25.31, 530, 12743, 59.79
SHARDACROP, EQ, 01-Oct-2018, 331.05, 325.00, 345.00, 325.00, 331.00, 332.25, 334.32, 14554, 48.66, 966, 8412, 57.80
SHARDAMOTR, EQ, 01-Oct-2018, 1628.65, 1625.00, 1625.00, 1491.85, 1600.00, 1591.10, 1518.37, 7726, 117.31, 864, 5867, 75.94
SHARIABEES, EQ, 01-Oct-2018, 251.00, 253.00, 253.00, 238.00, 245.00, 247.18, 243.53, 355, 0.86, 34, 234, 65.92
SHARONBIO, BZ, 01-Oct-2018, 4.60, 4.60, 4.60, 4.40, 4.40, 4.40, 4.45, 11216, 0.50, 37, -, -
SHEMAROO, EQ, 01-Oct-2018, 424.00, 425.75, 429.15, 409.85, 415.00, 414.45, 418.15, 9573, 40.03, 684, 6581, 68.75
SHILPAMED, EQ, 01-Oct-2018, 403.00, 405.05, 410.10, 366.70, 394.00, 398.50, 392.93, 29244, 114.91, 1108, 20613, 70.49
SHILPI, BZ, 01-Oct-2018, 2.80, 2.90, 2.90, 2.70, 2.70, 2.70, 2.74, 59354, 1.62, 70, -, -
SHIRPUR-G, EQ, 01-Oct-2018, 72.95, 70.05, 76.90, 68.50, 76.00, 74.80, 71.08, 3542, 2.52, 124, 1859, 52.48
SHIVAMAUTO, EQ, 01-Oct-2018, 46.55, 47.45, 47.55, 42.80, 45.50, 45.70, 44.46, 109824, 48.83, 1132, 65106, 59.28
SHIVAMILLS, EQ, 01-Oct-2018, 54.25, 51.00, 54.00, 51.00, 54.00, 54.00, 51.88, 838, 0.43, 4, 794, 94.75
SHIVATEX, EQ, 01-Oct-2018, 255.00, 287.50, 287.50, 230.00, 237.40, 250.60, 253.01, 1552, 3.93, 75, 920, 59.28
SHK, EQ, 01-Oct-2018, 204.20, 200.10, 213.95, 199.00, 211.00, 208.10, 204.45, 31842, 65.10, 2563, 20276, 63.68
SHOPERSTOP, EQ, 01-Oct-2018, 527.15, 527.20, 527.20, 482.00, 493.00, 499.35, 500.54, 77548, 388.16, 4999, 33139, 42.73
SHREECEM, EQ, 01-Oct-2018, 16892.25, 16900.00, 16993.20, 16196.60, 16750.00, 16801.55, 16720.76, 42394, 7088.60, 8406, 34382, 81.10
SHREEPUSHK, EQ, 01-Oct-2018, 166.30, 166.30, 167.45, 151.50, 165.00, 162.80, 157.94, 93380, 147.49, 2237, 49533, 53.04
SHREERAMA, EQ, 01-Oct-2018, 6.50, 6.60, 6.60, 6.20, 6.35, 6.20, 6.26, 13315, 0.83, 31, 9718, 72.99
SHRENIK, SM, 01-Oct-2018, 98.60, 101.20, 101.20, 93.70, 94.00, 94.30, 95.22, 73750, 70.22, 97, 26875, 36.44
SHREYANIND, EQ, 01-Oct-2018, 160.80, 162.05, 167.90, 154.10, 167.90, 162.95, 158.41, 25171, 39.87, 634, 15574, 61.87
SHREYAS, EQ, 01-Oct-2018, 239.85, 241.20, 241.20, 216.00, 217.00, 217.75, 223.41, 13005, 29.05, 703, 8346, 64.18
SHRIPISTON, BE, 01-Oct-2018, 1297.95, 1275.00, 1298.95, 1234.00, 1298.95, 1298.95, 1246.40, 183, 2.28, 22, -, -
SHRIRAMCIT, EQ, 01-Oct-2018, 1653.35, 1649.00, 1650.00, 1540.20, 1600.00, 1638.65, 1611.54, 30926, 498.38, 2321, 23573, 76.22
SHRIRAMCIT, ND, 01-Oct-2018, 1073.00, 1073.00, 1073.00, 1073.00, 1073.00, 1073.00, 1073.00, 10, 0.11, 1, 10, 100.00
SHRIRAMEPC, EQ, 01-Oct-2018, 10.45, 9.50, 10.75, 9.50, 10.05, 10.35, 10.11, 87350, 8.83, 369, 50832, 58.19
SHYAMCENT, EQ, 01-Oct-2018, 7.45, 7.20, 7.65, 6.90, 7.20, 7.05, 7.12, 2507253, 178.48, 168, 2496934, 99.59
SHYAMTEL, EQ, 01-Oct-2018, 9.05, 8.60, 9.00, 8.60, 8.60, 8.60, 8.62, 2255, 0.19, 9, 2255, 100.00
SICAGEN, EQ, 01-Oct-2018, 26.75, 26.80, 26.80, 24.50, 24.50, 24.75, 25.05, 20458, 5.12, 172, 14957, 73.11
SICAL, EQ, 01-Oct-2018, 159.75, 160.75, 162.05, 149.00, 155.25, 155.30, 154.32, 20202, 31.18, 891, 12414, 61.45
SIEMENS, EQ, 01-Oct-2018, 945.15, 944.90, 953.20, 924.00, 939.10, 941.85, 939.71, 209647, 1970.07, 16342, 63514, 30.30
SIGIND, EQ, 01-Oct-2018, 40.25, 34.00, 40.50, 34.00, 40.25, 38.35, 37.80, 9684, 3.66, 148, 5056, 52.21
SIL, BE, 01-Oct-2018, 16.40, 16.40, 16.40, 15.60, 15.85, 15.85, 15.86, 2076, 0.33, 10, -, -
SILINV, EQ, 01-Oct-2018, 174.35, 175.00, 179.45, 167.30, 172.25, 173.45, 171.72, 2356, 4.05, 122, 1458, 61.88
SILLYMONKS, SM, 01-Oct-2018, 82.00, 83.60, 83.60, 76.00, 76.00, 76.00, 79.10, 6000, 4.75, 5, 6000, 100.00
SILVERTUC, SM, 01-Oct-2018, 121.85, 121.00, 122.10, 121.00, 122.10, 122.10, 121.10, 11000, 13.32, 8, 10000, 90.91
SIMBHALS, BE, 01-Oct-2018, 13.55, 13.55, 13.55, 12.90, 12.90, 12.90, 12.93, 7314, 0.95, 33, -, -
SIMPLEX, BZ, 01-Oct-2018, 12.40, 11.80, 12.20, 11.80, 12.20, 12.20, 12.13, 2688, 0.33, 15, -, -
SIMPLEXINF, EQ, 01-Oct-2018, 284.15, 274.30, 276.00, 256.95, 261.00, 264.25, 263.12, 71317, 187.65, 1409, 57860, 81.13
SINTERCOM, SM, 01-Oct-2018, 64.00, 64.00, 64.00, 64.00, 64.00, 64.00, 64.00, 4000, 2.56, 2, 4000, 100.00
SINTEX, EQ, 01-Oct-2018, 11.30, 11.35, 11.60, 10.75, 11.25, 11.40, 11.08, 3125043, 346.37, 5804, 1040038, 33.28
SIRCA, SM, 01-Oct-2018, 191.70, 190.00, 197.50, 178.50, 197.50, 194.50, 187.39, 55200, 103.44, 59, 44000, 79.71
SIS, EQ, 01-Oct-2018, 969.85, 972.00, 972.00, 898.75, 928.00, 927.20, 924.69, 9781, 90.44, 1971, 6432, 65.76
SITASHREE, BE, 01-Oct-2018, 0.95, 0.95, 1.00, 0.90, 1.00, 0.95, 0.94, 40008, 0.37, 43, -, -
SITINET, EQ, 01-Oct-2018, 10.10, 10.70, 10.70, 9.80, 10.25, 10.20, 10.16, 40656, 4.13, 412, 33746, 83.00
SIYSIL, EQ, 01-Oct-2018, 386.10, 387.00, 433.75, 355.25, 410.00, 418.50, 391.47, 44139, 172.79, 2526, 23268, 52.72
SJVN, EQ, 01-Oct-2018, 27.40, 27.55, 27.55, 26.75, 27.15, 27.10, 27.01, 441570, 119.29, 5334, 234467, 53.10
SKFINDIA, EQ, 01-Oct-2018, 1684.30, 1660.00, 1720.00, 1640.00, 1693.00, 1690.85, 1667.39, 5504, 91.77, 886, 4019, 73.02
SKIL, EQ, 01-Oct-2018, 15.95, 16.00, 16.00, 15.20, 15.20, 15.20, 15.30, 20080, 3.07, 38, 16075, 80.05
SKIPPER, EQ, 01-Oct-2018, 99.30, 99.30, 99.30, 93.50, 95.60, 96.05, 95.66, 74429, 71.20, 1516, 48132, 64.67
SKMEGGPROD, EQ, 01-Oct-2018, 60.65, 54.75, 57.00, 54.60, 54.60, 54.60, 54.73, 125087, 68.46, 717, 98937, 79.09
SKSTEXTILE, SM, 01-Oct-2018, 34.50, 33.00, 33.00, 33.00, 33.00, 33.00, 33.00, 1000, 0.33, 1, 1000, 100.00
SMARTLINK, EQ, 01-Oct-2018, 96.40, 95.15, 97.60, 90.05, 93.90, 94.30, 93.93, 4925, 4.63, 125, 3098, 62.90
SMLISUZU, EQ, 01-Oct-2018, 681.90, 692.00, 692.00, 650.00, 675.00, 678.40, 673.80, 39845, 268.47, 2250, 21124, 53.02
SMPL, BE, 01-Oct-2018, 0.45, 0.40, 0.50, 0.40, 0.50, 0.50, 0.42, 17490, 0.07, 19, -, -
SMSLIFE, EQ, 01-Oct-2018, 382.45, 381.00, 390.00, 365.10, 383.00, 385.20, 375.66, 3847, 14.45, 196, 2352, 61.14
SMSPHARMA, EQ, 01-Oct-2018, 64.65, 67.75, 67.75, 61.50, 63.75, 63.80, 63.69, 100349, 63.91, 1023, 66430, 66.20
SMVD, SM, 01-Oct-2018, 17.20, 17.20, 17.20, 17.20, 17.20, 17.20, 17.20, 2000, 0.34, 1, 2000, 100.00
SNOWMAN, EQ, 01-Oct-2018, 33.45, 33.50, 34.80, 32.15, 34.40, 33.95, 33.34, 302399, 100.83, 1654, 191886, 63.45
SOBHA, EQ, 01-Oct-2018, 398.45, 400.00, 401.65, 383.25, 399.00, 396.00, 391.71, 333173, 1305.06, 12253, 252617, 75.82
SOFTTECH, SM, 01-Oct-2018, 47.90, 44.50, 45.00, 43.00, 45.00, 45.00, 44.78, 33600, 15.05, 15, 30400, 90.48
SOLARA, EQ, 01-Oct-2018, 272.65, 265.05, 277.00, 259.05, 270.95, 272.05, 265.97, 30459, 81.01, 971, 15176, 49.82
SOLARINDS, EQ, 01-Oct-2018, 1060.10, 1044.25, 1045.35, 1010.00, 1034.60, 1028.40, 1021.99, 41548, 424.62, 841, 38048, 91.58
SOMANYCERA, EQ, 01-Oct-2018, 373.65, 374.00, 383.00, 358.00, 375.00, 374.40, 366.52, 10698, 39.21, 721, 6963, 65.09
SOMATEX, EQ, 01-Oct-2018, 6.20, 5.95, 6.45, 5.90, 6.20, 6.20, 5.98, 15489, 0.93, 39, 8977, 57.96
SOMICONVEY, EQ, 01-Oct-2018, 32.80, 31.50, 33.00, 29.35, 32.50, 32.10, 31.33, 9368, 2.93, 104, 5944, 63.45
SONAMCLOCK, SM, 01-Oct-2018, 36.90, 38.00, 38.00, 38.00, 38.00, 38.00, 38.00, 3000, 1.14, 1, 3000, 100.00
SONATSOFTW, EQ, 01-Oct-2018, 369.55, 360.40, 365.10, 353.25, 356.50, 359.50, 357.78, 214187, 766.32, 11327, 105469, 49.24
SORILINFRA, BE, 01-Oct-2018, 547.45, 520.10, 520.10, 520.10, 520.10, 520.10, 520.10, 267, 1.39, 34, -, -
SOTL, EQ, 01-Oct-2018, 1037.65, 1038.00, 1038.00, 973.60, 980.00, 984.25, 1004.51, 1161, 11.66, 92, 992, 85.44
SOUTHBANK, EQ, 01-Oct-2018, 13.15, 13.25, 13.85, 12.80, 13.70, 13.75, 13.32, 15702406, 2091.71, 16021, 3721937, 23.70
SOUTHWEST, SM, 01-Oct-2018, 58.00, 54.00, 54.00, 50.00, 50.00, 50.00, 52.00, 3200, 1.66, 2, 3200, 100.00
SPAL, EQ, 01-Oct-2018, 267.00, 266.20, 297.00, 259.00, 272.00, 273.25, 278.06, 18265, 50.79, 840, 11143, 61.01
SPARC, EQ, 01-Oct-2018, 342.50, 341.35, 341.35, 322.40, 335.00, 336.00, 331.09, 261562, 866.01, 6974, 77730, 29.72
SPCENET, EQ, 01-Oct-2018, 0.65, 0.70, 0.70, 0.70, 0.70, 0.70, 0.70, 18065, 0.13, 19, 18065, 100.00
SPECIALITY, EQ, 01-Oct-2018, 76.35, 77.75, 77.75, 72.90, 74.80, 74.85, 74.39, 20206, 15.03, 357, 14350, 71.02
SPECTRUM, ST, 01-Oct-2018, 65.00, 66.50, 66.50, 63.25, , 65.50, 65.31, 1068000, 697.51, 176, -, -
SPENTEX, BE, 01-Oct-2018, 2.60, 2.50, 2.50, 2.50, 2.50, 2.50, 2.50, 8044, 0.20, 18, -, -
SPIC, EQ, 01-Oct-2018, 26.20, 26.20, 27.50, 25.80, 26.80, 27.10, 26.33, 221114, 58.23, 544, 176029, 79.61
SPICEMOBI, EQ, 01-Oct-2018, 10.75, 10.80, 10.90, 10.00, 10.50, 10.45, 10.44, 8708, 0.91, 65, 5698, 65.43
SPLIL, EQ, 01-Oct-2018, 45.85, 43.60, 43.60, 43.60, 43.60, 43.60, 43.60, 2544, 1.11, 43, 2543, 99.96
SPMLINFRA, EQ, 01-Oct-2018, 45.50, 43.45, 46.85, 42.00, 46.25, 45.25, 44.48, 4620, 2.05, 103, 3226, 69.83
SPTL, EQ, 01-Oct-2018, 29.05, 29.15, 29.20, 27.20, 28.40, 28.65, 27.84, 1691726, 471.05, 6499, 857994, 50.72
SPYL, BE, 01-Oct-2018, 0.25, 0.25, 0.30, 0.25, 0.30, 0.30, 0.27, 165333, 0.45, 36, -, -
SQSBFSI, EQ, 01-Oct-2018, 400.85, 405.00, 416.00, 377.00, 395.00, 396.60, 389.53, 10298, 40.11, 312, 6715, 65.21
SREEL, EQ, 01-Oct-2018, 200.05, 200.00, 205.00, 165.10, 185.05, 185.90, 186.30, 28919, 53.88, 979, 16150, 55.85
SREIBNPNCD, NJ, 01-Oct-2018, 964.90, 950.00, 950.00, 950.00, 950.00, 950.00, 950.00, 75, 0.71, 3, 75, 100.00
SREIBNPNCD, NL, 01-Oct-2018, 950.00, 940.00, 940.00, 940.00, 940.00, 940.00, 940.00, 10, 0.09, 1, 10, 100.00
SREIBNPNCD, NN, 01-Oct-2018, 1025.00, 1025.00, 1090.00, 1025.00, 1090.00, 1089.99, 1085.00, 132, 1.43, 4, 132, 100.00
SREIBNPNCD, NO, 01-Oct-2018, 925.00, 905.20, 949.00, 905.20, 949.00, 941.00, 921.91, 35, 0.32, 4, 35, 100.00
SREIBNPNCD, NQ, 01-Oct-2018, 961.00, 808.00, 958.00, 808.00, 958.00, 958.00, 909.79, 28, 0.25, 4, 19, 67.86
SREIBNPNCD, NU, 01-Oct-2018, 900.00, 900.00, 917.95, 895.60, 917.00, 915.31, 904.67, 733, 6.63, 35, 679, 92.63
SREIBNPNCD, NV, 01-Oct-2018, 949.99, 949.00, 949.00, 949.00, 949.00, 949.00, 949.00, 25, 0.24, 3, 25, 100.00
SREINFRA, EQ, 01-Oct-2018, 32.35, 32.60, 36.65, 30.60, 35.25, 36.00, 34.54, 7741560, 2673.64, 22479, 1438898, 18.59
SREINFRA, NT, 01-Oct-2018, 980.00, 1020.00, 1020.00, 900.00, , 909.44, 913.51, 408, 3.73, 5, 408, 100.00
SREINFRA, NX, 01-Oct-2018, 993.00, 975.00, 975.00, 975.00, 975.00, 975.00, 975.00, 50, 0.49, 1, 50, 100.00
SREINFRA, NZ, 01-Oct-2018, 970.00, 970.00, 980.00, 935.00, 979.00, 976.96, 969.67, 418, 4.05, 15, 418, 100.00
SREINFRA, Y1, 01-Oct-2018, 967.90, 950.10, 960.00, 800.00, 915.01, 915.01, 914.66, 595, 5.44, 25, 363, 61.01
SREINFRA, Y2, 01-Oct-2018, 1030.00, 1025.00, 1025.00, 1020.00, 1020.00, 1020.00, 1020.56, 90, 0.92, 4, 90, 100.00
SREINFRA, Y6, 01-Oct-2018, 950.00, 945.00, 945.00, 945.00, 945.00, 945.00, 945.00, 30, 0.28, 3, 30, 100.00
SREINFRA, Y8, 01-Oct-2018, 909.18, 960.00, 972.00, 935.00, 960.00, 947.50, 960.30, 118, 1.13, 9, 93, 78.81
SREINFRA, YK, 01-Oct-2018, 920.00, 920.00, 920.00, 920.00, 920.00, 920.00, 920.00, 82, 0.75, 3, 82, 100.00
SRF, EQ, 01-Oct-2018, 1711.10, 1719.65, 1735.00, 1615.00, 1708.35, 1716.25, 1679.88, 441351, 7414.16, 17601, 41569, 9.42
SRHHYPOLTD, EQ, 01-Oct-2018, 149.20, 142.85, 148.25, 123.95, 140.15, 138.75, 135.28, 33098, 44.77, 768, 16658, 50.33
SRIPIPES, EQ, 01-Oct-2018, 185.40, 187.00, 187.00, 172.80, 181.25, 180.35, 177.17, 126352, 223.85, 2020, 95842, 75.85
SRIRAM, SM, 01-Oct-2018, 13.45, 12.80, 13.80, 12.80, 13.75, 13.70, 13.22, 42000, 5.55, 7, 6000, 14.29
SRSLTD, BZ, 01-Oct-2018, 0.35, 0.35, 0.35, 0.30, 0.35, 0.30, 0.32, 149402, 0.47, 82, -, -
SRTRANSFIN, EQ, 01-Oct-2018, 1150.95, 1150.00, 1153.00, 1106.40, 1135.80, 1139.35, 1127.88, 1879934, 21203.44, 38387, 1272062, 67.67
SRTRANSFIN, Y2, 01-Oct-2018, 1026.16, 1050.00, 1060.00, 1050.00, 1050.01, 1050.01, 1054.52, 292, 3.08, 6, 183, 62.67
SRTRANSFIN, Y3, 01-Oct-2018, 1075.00, 1075.00, 1075.00, 1075.00, 1075.00, 1075.00, 1075.00, 100, 1.08, 3, 100, 100.00
SRTRANSFIN, Y8, 01-Oct-2018, 1022.00, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 615, 6.27, 2, 615, 100.00
SRTRANSFIN, Y9, 01-Oct-2018, 1063.00, 1050.01, 1050.01, 1050.01, 1050.01, 1050.01, 1050.01, 40, 0.42, 1, 40, 100.00
SRTRANSFIN, YH, 01-Oct-2018, 985.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 2, 0.02, 2, 2, 100.00
SRTRANSFIN, YI, 01-Oct-2018, 976.39, 985.00, 985.00, 980.00, 983.00, 983.03, 983.21, 623, 6.13, 59, 573, 91.97
SRTRANSFIN, YJ, 01-Oct-2018, 972.00, 980.00, 982.05, 980.00, 982.05, 982.05, 980.04, 51, 0.50, 2, 51, 100.00
SRTRANSFIN, YK, 01-Oct-2018, 1009.90, 991.00, 1000.00, 989.50, 989.50, 989.56, 995.02, 171, 1.70, 11, 171, 100.00
SRTRANSFIN, YL, 01-Oct-2018, 1000.00, 992.00, 992.00, 992.00, 992.00, 992.00, 992.00, 20, 0.20, 1, 20, 100.00
SRTRANSFIN, YM, 01-Oct-2018, 985.00, 980.00, 980.00, 963.00, 963.00, 963.00, 971.50, 10, 0.10, 2, 10, 100.00
SSINFRA, SM, 01-Oct-2018, 23.70, 22.65, 23.75, 21.05, 22.00, 21.70, 22.52, 66000, 14.86, 22, 33000, 50.00
SSWL, EQ, 01-Oct-2018, 1046.70, 1047.00, 1190.00, 952.50, 1090.00, 1073.80, 1023.73, 21816, 223.34, 2958, 11111, 50.93
STAMPEDE, EQ, 01-Oct-2018, 2.25, 2.30, 2.30, 2.15, 2.20, 2.15, 2.17, 91466, 1.98, 84, 67041, 73.30
STAN, DR, 01-Oct-2018, 54.20, 51.00, 54.85, 51.00, 54.45, 54.35, 52.84, 14033, 7.42, 158, 9592, 68.35
STAR, EQ, 01-Oct-2018, 434.90, 432.00, 446.25, 414.05, 445.55, 444.35, 429.54, 1878053, 8067.01, 37393, 166958, 8.89
STARCEMENT, EQ, 01-Oct-2018, 110.20, 112.15, 115.00, 104.05, 107.00, 106.05, 106.77, 140417, 149.92, 3694, 79915, 56.91
